,reward,difficulty,duration,mobile,social,web,bogo,discount,informational,age,income,F,M,O,days_since_member
43679,0,0,3,1,1,0,0,0,1,28,45000.0,0,1,0,1490
15274,2,10,10,1,1,1,0,1,0,77,37000.0,1,0,0,1271
19518,0,0,4,1,0,1,0,0,1,22,47000.0,1,0,0,1576
6105,3,7,7,1,1,1,0,1,0,50,99000.0,1,0,0,1108
2189,10,10,7,1,1,0,1,0,0,57,102000.0,1,0,0,820
5224,0,0,3,1,1,0,0,0,1,60,83000.0,0,1,0,1450
1108,3,7,7,1,1,1,0,1,0,63,56000.0,1,0,0,1241
42006,2,10,10,1,1,1,0,1,0,24,54000.0,0,1,0,346
25600,2,10,10,1,1,1,0,1,0,27,62000.0,1,0,0,1688
1757,3,7,7,1,1,1,0,1,0,82,54000.0,1,0,0,1786
39024,10,10,5,1,1,1,1,0,0,50,62000.0,0,1,0,738
18768,5,5,7,1,0,1,1,0,0,39,34000.0,0,1,0,1689
5367,2,10,10,1,1,1,0,1,0,42,60000.0,0,1,0,499
5511,0,0,3,1,1,0,0,0,1,62,40000.0,0,1,0,1468
54,10,10,7,1,1,0,1,0,0,72,102000.0,0,1,0,1348
12937,3,7,7,1,1,1,0,1,0,60,72000.0,0,0,1,1751
28387,0,0,4,1,0,1,0,0,1,54,74000.0,1,0,0,1436
2421,10,10,5,1,1,1,1,0,0,58,118000.0,0,1,0,1141
33550,5,5,7,1,0,1,1,0,0,58,81000.0,1,0,0,1160
5440,10,10,7,1,1,0,1,0,0,50,69000.0,0,1,0,214
23255,3,7,7,1,1,1,0,1,0,55,88000.0,0,1,0,1141
35732,10,10,7,1,1,0,1,0,0,49,68000.0,0,1,0,1078
31124,10,10,7,1,1,0,1,0,0,71,38000.0,0,1,0,376
4817,2,10,7,1,0,1,0,1,0,26,47000.0,0,1,0,788
37368,5,20,10,0,0,1,0,1,0,70,96000.0,0,1,0,1527
40281,10,10,7,1,1,0,1,0,0,51,75000.0,0,1,0,1526
19723,10,10,5,1,1,1,1,0,0,55,83000.0,0,1,0,884
1306,10,10,5,1,1,1,1,0,0,33,68000.0,1,0,0,1635
40898,10,10,5,1,1,1,1,0,0,76,68000.0,1,0,0,1471
40862,5,20,10,0,0,1,0,1,0,55,74000.0,0,1,0,1505
30727,5,5,7,1,0,1,1,0,0,28,33000.0,0,1,0,1823
11851,10,10,7,1,1,0,1,0,0,47,54000.0,0,1,0,1683
554,10,10,5,1,1,1,1,0,0,79,55000.0,1,0,0,925
37796,10,10,5,1,1,1,1,0,0,58,84000.0,1,0,0,1058
6314,10,10,5,1,1,1,1,0,0,53,51000.0,1,0,0,1127
25252,2,10,10,1,1,1,0,1,0,73,73000.0,0,1,0,1262
26848,3,7,7,1,1,1,0,1,0,51,72000.0,1,0,0,921
14161,10,10,7,1,1,0,1,0,0,24,54000.0,0,1,0,1438
34791,10,10,5,1,1,1,1,0,0,27,53000.0,0,1,0,1501
5204,5,5,7,1,0,1,1,0,0,73,46000.0,0,1,0,1777
27571,3,7,7,1,1,1,0,1,0,58,91000.0,1,0,0,1675
43175,2,10,7,1,0,1,0,1,0,68,81000.0,0,1,0,1007
39040,10,10,5,1,1,1,1,0,0,54,63000.0,0,1,0,1509
7128,2,10,10,1,1,1,0,1,0,59,41000.0,1,0,0,1092
31642,3,7,7,1,1,1,0,1,0,88,37000.0,0,1,0,1475
44538,0,0,4,1,0,1,0,0,1,72,92000.0,1,0,0,1165
11064,0,0,4,1,0,1,0,0,1,46,39000.0,0,1,0,45
11417,0,0,3,1,1,0,0,0,1,72,50000.0,0,1,0,1593
19747,5,5,5,1,1,1,1,0,0,66,50000.0,1,0,0,1547
14582,2,10,7,1,0,1,0,1,0,36,54000.0,1,0,0,1727
26471,0,0,3,1,1,0,0,0,1,94,60000.0,1,0,0,1590
41522,5,5,5,1,1,1,1,0,0,84,86000.0,1,0,0,1451
1145,3,7,7,1,1,1,0,1,0,73,71000.0,1,0,0,1524
17272,5,20,10,0,0,1,0,1,0,53,41000.0,0,1,0,878
41936,5,20,10,0,0,1,0,1,0,33,42000.0,0,1,0,792
18542,2,10,10,1,1,1,0,1,0,21,37000.0,1,0,0,147
43662,5,20,10,0,0,1,0,1,0,53,87000.0,0,1,0,1539
17469,0,0,4,1,0,1,0,0,1,46,73000.0,0,1,0,309
20639,10,10,5,1,1,1,1,0,0,53,98000.0,1,0,0,1814
4216,5,20,10,0,0,1,0,1,0,42,65000.0,1,0,0,791
33440,5,20,10,0,0,1,0,1,0,63,54000.0,0,1,0,512
13315,5,5,5,1,1,1,1,0,0,72,33000.0,0,1,0,1187
23340,5,5,5,1,1,1,1,0,0,39,53000.0,1,0,0,1205
44991,10,10,7,1,1,0,1,0,0,48,54000.0,1,0,0,1568
28749,5,20,10,0,0,1,0,1,0,49,52000.0,1,0,0,1412
16360,5,5,5,1,1,1,1,0,0,32,66000.0,0,1,0,1661
18973,3,7,7,1,1,1,0,1,0,25,66000.0,0,1,0,1099
41688,2,10,10,1,1,1,0,1,0,46,51000.0,0,1,0,1783
37817,5,5,7,1,0,1,1,0,0,55,91000.0,0,1,0,936
15856,2,10,7,1,0,1,0,1,0,50,44000.0,1,0,0,135
32424,5,20,10,0,0,1,0,1,0,54,57000.0,0,1,0,1404
7670,5,20,10,0,0,1,0,1,0,71,71000.0,1,0,0,1275
40936,10,10,7,1,1,0,1,0,0,59,59000.0,1,0,0,1632
20517,5,5,7,1,0,1,1,0,0,61,41000.0,0,1,0,1521
31121,5,5,7,1,0,1,1,0,0,58,33000.0,0,1,0,1732
31123,5,5,5,1,1,1,1,0,0,58,33000.0,0,1,0,1732
34135,5,5,5,1,1,1,1,0,0,59,69000.0,0,1,0,390
1849,0,0,3,1,1,0,0,0,1,60,99000.0,0,1,0,1468
28948,2,10,10,1,1,1,0,1,0,42,62000.0,0,1,0,1555
1280,0,0,3,1,1,0,0,0,1,69,92000.0,0,1,0,936
13166,5,20,10,0,0,1,0,1,0,53,116000.0,0,1,0,747
7868,10,10,7,1,1,0,1,0,0,68,77000.0,0,1,0,1434
11509,2,10,7,1,0,1,0,1,0,56,61000.0,0,1,0,224
35146,3,7,7,1,1,1,0,1,0,37,98000.0,0,1,0,908
20952,10,10,7,1,1,0,1,0,0,45,48000.0,1,0,0,262
3112,10,10,5,1,1,1,1,0,0,49,76000.0,1,0,0,1689
15425,2,10,7,1,0,1,0,1,0,68,34000.0,1,0,0,1519
30769,5,5,5,1,1,1,1,0,0,59,36000.0,0,1,0,1559
8417,10,10,5,1,1,1,1,0,0,41,94000.0,0,1,0,1494
41827,10,10,7,1,1,0,1,0,0,44,57000.0,1,0,0,1468
35127,5,5,7,1,0,1,1,0,0,46,48000.0,0,1,0,1797
27234,3,7,7,1,1,1,0,1,0,24,31000.0,1,0,0,1291
17971,5,5,5,1,1,1,1,0,0,44,35000.0,0,1,0,1518
34151,10,10,5,1,1,1,1,0,0,82,74000.0,0,1,0,997
23085,0,0,4,1,0,1,0,0,1,48,78000.0,0,1,0,1138
21690,5,5,5,1,1,1,1,0,0,32,74000.0,0,1,0,1205
35930,2,10,7,1,0,1,0,1,0,38,87000.0,1,0,0,958
4206,2,10,10,1,1,1,0,1,0,81,76000.0,0,1,0,1772
26698,2,10,10,1,1,1,0,1,0,58,39000.0,0,1,0,263
26799,10,10,7,1,1,0,1,0,0,21,61000.0,0,1,0,1764
39061,5,5,7,1,0,1,1,0,0,47,64000.0,1,0,0,1659
10748,2,10,10,1,1,1,0,1,0,86,109000.0,1,0,0,1718
21610,10,10,5,1,1,1,1,0,0,47,62000.0,0,1,0,381
33555,5,20,10,0,0,1,0,1,0,63,96000.0,0,1,0,1640
13088,0,0,3,1,1,0,0,0,1,36,34000.0,0,1,0,1675
24496,10,10,5,1,1,1,1,0,0,24,58000.0,0,1,0,1551
25309,2,10,7,1,0,1,0,1,0,55,83000.0,1,0,0,591
2552,5,5,5,1,1,1,1,0,0,61,98000.0,1,0,0,1482
1008,3,7,7,1,1,1,0,1,0,70,52000.0,0,1,0,614
11764,3,7,7,1,1,1,0,1,0,60,35000.0,0,1,0,1517
34597,5,20,10,0,0,1,0,1,0,24,50000.0,1,0,0,1690
37584,10,10,7,1,1,0,1,0,0,55,67000.0,1,0,0,1802
39713,10,10,5,1,1,1,1,0,0,65,73000.0,0,1,0,1636
24315,2,10,10,1,1,1,0,1,0,46,46000.0,0,1,0,1589
41076,2,10,7,1,0,1,0,1,0,42,55000.0,0,1,0,998
28276,3,7,7,1,1,1,0,1,0,63,103000.0,1,0,0,1237
370,2,10,10,1,1,1,0,1,0,86,78000.0,0,1,0,1358
20912,2,10,7,1,0,1,0,1,0,60,82000.0,1,0,0,1492
31219,5,20,10,0,0,1,0,1,0,70,71000.0,1,0,0,1465
27752,10,10,7,1,1,0,1,0,0,94,84000.0,1,0,0,1220
28048,10,10,7,1,1,0,1,0,0,76,118000.0,1,0,0,945
38434,0,0,4,1,0,1,0,0,1,75,72000.0,1,0,0,969
32078,2,10,7,1,0,1,0,1,0,18,36000.0,0,1,0,1190
12039,10,10,7,1,1,0,1,0,0,83,103000.0,0,1,0,1206
38485,5,20,10,0,0,1,0,1,0,52,56000.0,1,0,0,1804
1663,5,5,7,1,0,1,1,0,0,69,36000.0,1,0,0,1802
19840,10,10,5,1,1,1,1,0,0,61,94000.0,0,1,0,1779
14146,10,10,5,1,1,1,1,0,0,44,30000.0,1,0,0,1753
17467,2,10,10,1,1,1,0,1,0,37,67000.0,1,0,0,1602
6423,2,10,10,1,1,1,0,1,0,53,75000.0,1,0,0,1123
14655,5,20,10,0,0,1,0,1,0,63,50000.0,0,1,0,1616
34322,3,7,7,1,1,1,0,1,0,76,80000.0,0,1,0,1334
22612,10,10,5,1,1,1,1,0,0,51,67000.0,0,1,0,1039
12069,0,0,3,1,1,0,0,0,1,44,74000.0,0,1,0,1717
34750,5,5,7,1,0,1,1,0,0,48,66000.0,1,0,0,974
8496,5,20,10,0,0,1,0,1,0,70,74000.0,1,0,0,1782
25695,2,10,10,1,1,1,0,1,0,67,43000.0,0,1,0,1773
24863,2,10,10,1,1,1,0,1,0,56,72000.0,0,1,0,1710
16396,5,5,5,1,1,1,1,0,0,32,71000.0,0,1,0,1667
36994,5,20,10,0,0,1,0,1,0,69,112000.0,1,0,0,879
22221,5,5,7,1,0,1,1,0,0,40,59000.0,0,1,0,1800
5636,5,5,5,1,1,1,1,0,0,56,59000.0,1,0,0,1568
6600,2,10,10,1,1,1,0,1,0,57,71000.0,0,1,0,1807
25975,2,10,7,1,0,1,0,1,0,43,38000.0,1,0,0,116
27990,10,10,7,1,1,0,1,0,0,32,58000.0,0,1,0,1539
14166,5,5,7,1,0,1,1,0,0,68,82000.0,1,0,0,1744
8945,3,7,7,1,1,1,0,1,0,38,76000.0,0,1,0,1613
24272,5,5,5,1,1,1,1,0,0,56,44000.0,1,0,0,1544
31216,5,5,5,1,1,1,1,0,0,64,69000.0,1,0,0,1042
14107,10,10,5,1,1,1,1,0,0,54,66000.0,1,0,0,1510
36607,10,10,5,1,1,1,1,0,0,21,40000.0,1,0,0,1788
41748,10,10,5,1,1,1,1,0,0,58,95000.0,1,0,0,1251
21763,10,10,5,1,1,1,1,0,0,70,46000.0,1,0,0,623
24299,2,10,10,1,1,1,0,1,0,68,89000.0,1,0,0,961
32869,10,10,7,1,1,0,1,0,0,65,36000.0,1,0,0,1631
21709,10,10,7,1,1,0,1,0,0,66,69000.0,0,1,0,1544
29218,5,5,7,1,0,1,1,0,0,92,108000.0,1,0,0,1114
18041,10,10,5,1,1,1,1,0,0,57,35000.0,0,1,0,1637
12766,3,7,7,1,1,1,0,1,0,42,86000.0,0,1,0,1536
7855,0,0,4,1,0,1,0,0,1,42,60000.0,0,1,0,1005
11743,10,10,7,1,1,0,1,0,0,45,65000.0,0,1,0,1441
25685,5,5,7,1,0,1,1,0,0,82,37000.0,0,1,0,1797
381,3,7,7,1,1,1,0,1,0,19,30000.0,0,1,0,1804
15819,2,10,10,1,1,1,0,1,0,66,74000.0,1,0,0,1751
26957,10,10,5,1,1,1,1,0,0,30,31000.0,0,1,0,1772
19340,0,0,3,1,1,0,0,0,1,44,62000.0,0,1,0,1301
41786,5,5,7,1,0,1,1,0,0,42,87000.0,0,1,0,809
3789,0,0,3,1,1,0,0,0,1,36,57000.0,1,0,0,1519
18382,3,7,7,1,1,1,0,1,0,58,91000.0,1,0,0,925
23489,2,10,7,1,0,1,0,1,0,47,31000.0,0,1,0,1410
14849,0,0,4,1,0,1,0,0,1,48,82000.0,1,0,0,1336
10433,5,5,5,1,1,1,1,0,0,74,64000.0,0,1,0,785
41718,2,10,7,1,0,1,0,1,0,59,101000.0,1,0,0,1768
163,5,5,7,1,0,1,1,0,0,40,69000.0,1,0,0,1482
25807,0,0,4,1,0,1,0,0,1,34,59000.0,0,1,0,1516
6895,10,10,5,1,1,1,1,0,0,55,74000.0,0,1,0,1493
31652,2,10,10,1,1,1,0,1,0,74,98000.0,1,0,0,1028
41543,5,5,5,1,1,1,1,0,0,50,39000.0,0,1,0,1140
4820,10,10,5,1,1,1,1,0,0,65,50000.0,1,0,0,1028
8108,2,10,10,1,1,1,0,1,0,57,111000.0,0,1,0,744
11433,5,20,10,0,0,1,0,1,0,64,90000.0,0,1,0,1551
36343,5,5,5,1,1,1,1,0,0,39,71000.0,1,0,0,1592
19256,5,5,5,1,1,1,1,0,0,73,99000.0,0,1,0,1532
22020,2,10,10,1,1,1,0,1,0,48,68000.0,0,1,0,1760
6779,10,10,7,1,1,0,1,0,0,64,40000.0,0,1,0,1330
5272,10,10,7,1,1,0,1,0,0,51,87000.0,1,0,0,1455
38193,10,10,7,1,1,0,1,0,0,67,88000.0,0,1,0,1196
38752,5,20,10,0,0,1,0,1,0,50,75000.0,1,0,0,813
31399,5,5,5,1,1,1,1,0,0,54,70000.0,1,0,0,1658
5051,10,10,5,1,1,1,1,0,0,35,69000.0,0,1,0,1707
14015,10,10,5,1,1,1,1,0,0,48,60000.0,0,1,0,924
33322,10,10,7,1,1,0,1,0,0,46,66000.0,1,0,0,1430
27209,5,5,7,1,0,1,1,0,0,84,32000.0,0,1,0,1779
4968,5,5,5,1,1,1,1,0,0,75,54000.0,1,0,0,1280
24106,5,5,7,1,0,1,1,0,0,52,92000.0,0,0,1,1720
4362,5,20,10,0,0,1,0,1,0,50,45000.0,0,1,0,735
43285,2,10,10,1,1,1,0,1,0,33,51000.0,0,1,0,1559
22752,2,10,10,1,1,1,0,1,0,84,31000.0,1,0,0,1342
24939,0,0,4,1,0,1,0,0,1,41,64000.0,1,0,0,1264
34206,0,0,4,1,0,1,0,0,1,29,65000.0,0,1,0,1600
15873,10,10,5,1,1,1,1,0,0,23,54000.0,0,1,0,1675
3589,10,10,5,1,1,1,1,0,0,70,84000.0,1,0,0,1733
17609,0,0,4,1,0,1,0,0,1,51,35000.0,1,0,0,1718
6780,10,10,5,1,1,1,1,0,0,64,40000.0,0,1,0,1330
44063,3,7,7,1,1,1,0,1,0,30,69000.0,1,0,0,848
23275,10,10,5,1,1,1,1,0,0,59,78000.0,0,1,0,1503
41148,3,7,7,1,1,1,0,1,0,60,71000.0,0,1,0,1788
43112,5,20,10,0,0,1,0,1,0,45,91000.0,1,0,0,1648
32462,0,0,3,1,1,0,0,0,1,37,43000.0,0,1,0,1498
17362,5,20,10,0,0,1,0,1,0,55,97000.0,1,0,0,996
38055,2,10,7,1,0,1,0,1,0,60,54000.0,1,0,0,1511
25930,0,0,3,1,1,0,0,0,1,59,40000.0,0,1,0,341
8642,5,5,5,1,1,1,1,0,0,56,63000.0,0,1,0,1108
44585,10,10,7,1,1,0,1,0,0,79,66000.0,0,1,0,800
35297,5,20,10,0,0,1,0,1,0,59,60000.0,1,0,0,1473
43825,5,20,10,0,0,1,0,1,0,67,92000.0,0,1,0,281
40809,10,10,5,1,1,1,1,0,0,44,54000.0,0,1,0,1796
10510,3,7,7,1,1,1,0,1,0,62,75000.0,0,1,0,598
39895,10,10,5,1,1,1,1,0,0,51,73000.0,0,1,0,1448
20107,5,5,5,1,1,1,1,0,0,58,95000.0,1,0,0,933
9611,2,10,10,1,1,1,0,1,0,97,31000.0,0,1,0,1484
26829,5,20,10,0,0,1,0,1,0,51,54000.0,1,0,0,1758
33408,5,20,10,0,0,1,0,1,0,51,36000.0,0,1,0,379
32669,10,10,7,1,1,0,1,0,0,53,34000.0,0,1,0,1537
26322,2,10,10,1,1,1,0,1,0,59,61000.0,1,0,0,966
35314,0,0,3,1,1,0,0,0,1,27,70000.0,0,1,0,1800
22841,5,20,10,0,0,1,0,1,0,68,88000.0,1,0,0,998
29594,10,10,5,1,1,1,1,0,0,52,80000.0,0,1,0,1546
21380,2,10,7,1,0,1,0,1,0,64,52000.0,1,0,0,1603
18615,2,10,7,1,0,1,0,1,0,26,33000.0,0,1,0,230
7323,5,5,7,1,0,1,1,0,0,72,96000.0,0,1,0,1009
13253,3,7,7,1,1,1,0,1,0,50,86000.0,0,1,0,1018
27882,5,20,10,0,0,1,0,1,0,40,31000.0,0,1,0,490
15472,10,10,7,1,1,0,1,0,0,24,50000.0,0,1,0,1817
18034,5,5,7,1,0,1,1,0,0,40,31000.0,1,0,0,1640
4149,2,10,10,1,1,1,0,1,0,28,62000.0,1,0,0,1258
10731,2,10,7,1,0,1,0,1,0,22,62000.0,0,1,0,715
23583,0,0,4,1,0,1,0,0,1,38,43000.0,1,0,0,1208
41537,10,10,7,1,1,0,1,0,0,56,53000.0,1,0,0,973
36754,2,10,10,1,1,1,0,1,0,68,73000.0,1,0,0,999
13515,10,10,7,1,1,0,1,0,0,43,30000.0,0,1,0,1602
36600,5,5,5,1,1,1,1,0,0,79,66000.0,0,1,0,623
8056,2,10,7,1,0,1,0,1,0,50,90000.0,1,0,0,1501
32237,2,10,10,1,1,1,0,1,0,45,89000.0,1,0,0,1803
39073,3,7,7,1,1,1,0,1,0,72,46000.0,0,1,0,1317
3627,2,10,7,1,0,1,0,1,0,68,55000.0,0,1,0,1734
821,10,10,5,1,1,1,1,0,0,81,68000.0,0,1,0,1395
37972,0,0,3,1,1,0,0,0,1,48,64000.0,0,1,0,1588
19249,10,10,5,1,1,1,1,0,0,48,31000.0,0,1,0,628
10335,2,10,10,1,1,1,0,1,0,89,68000.0,1,0,0,1354
22388,0,0,3,1,1,0,0,0,1,63,54000.0,0,1,0,1696
38442,2,10,10,1,1,1,0,1,0,50,58000.0,0,1,0,169
7307,3,7,7,1,1,1,0,1,0,32,64000.0,1,0,0,895
12192,5,20,10,0,0,1,0,1,0,86,71000.0,0,1,0,1760
22193,5,5,7,1,0,1,1,0,0,36,39000.0,1,0,0,1533
23425,10,10,7,1,1,0,1,0,0,43,73000.0,0,1,0,182
21629,0,0,3,1,1,0,0,0,1,49,57000.0,0,1,0,1639
14442,10,10,7,1,1,0,1,0,0,65,58000.0,0,1,0,1755
30752,10,10,5,1,1,1,1,0,0,31,45000.0,0,1,0,1612
1766,5,5,5,1,1,1,1,0,0,80,87000.0,1,0,0,939
23078,5,5,5,1,1,1,1,0,0,67,71000.0,1,0,0,1476
6175,3,7,7,1,1,1,0,1,0,53,46000.0,1,0,0,1498
22697,2,10,7,1,0,1,0,1,0,69,72000.0,0,1,0,307
9668,5,5,5,1,1,1,1,0,0,43,36000.0,0,1,0,1655
14303,0,0,3,1,1,0,0,0,1,42,66000.0,1,0,0,1513
35749,2,10,10,1,1,1,0,1,0,56,71000.0,1,0,0,1528
14011,5,5,7,1,0,1,1,0,0,60,56000.0,0,1,0,1085
32197,5,5,5,1,1,1,1,0,0,65,60000.0,0,1,0,1738
17982,10,10,7,1,1,0,1,0,0,68,73000.0,0,1,0,575
12484,10,10,7,1,1,0,1,0,0,25,73000.0,0,1,0,740
6376,5,20,10,0,0,1,0,1,0,88,50000.0,1,0,0,1475
39323,5,5,7,1,0,1,1,0,0,51,39000.0,0,1,0,1596
29513,0,0,3,1,1,0,0,0,1,37,58000.0,1,0,0,1467
15816,2,10,7,1,0,1,0,1,0,74,94000.0,1,0,0,870
12366,10,10,7,1,1,0,1,0,0,48,78000.0,0,1,0,299
673,5,5,5,1,1,1,1,0,0,66,61000.0,1,0,0,1498
13500,0,0,4,1,0,1,0,0,1,42,74000.0,0,1,0,1663
18751,5,20,10,0,0,1,0,1,0,66,108000.0,1,0,0,1135
31397,0,0,4,1,0,1,0,0,1,54,70000.0,1,0,0,1658
11629,0,0,3,1,1,0,0,0,1,37,53000.0,1,0,0,1325
842,5,5,7,1,0,1,1,0,0,49,67000.0,1,0,0,1622
17507,2,10,7,1,0,1,0,1,0,59,76000.0,0,1,0,1092
30211,10,10,5,1,1,1,1,0,0,67,89000.0,1,0,0,1431
25283,5,5,5,1,1,1,1,0,0,53,78000.0,0,1,0,776
32709,0,0,3,1,1,0,0,0,1,56,106000.0,1,0,0,1483
6102,10,10,7,1,1,0,1,0,0,26,55000.0,0,1,0,1786
7404,5,5,5,1,1,1,1,0,0,36,67000.0,0,1,0,1650
1289,0,0,3,1,1,0,0,0,1,56,73000.0,1,0,0,1564
33757,5,20,10,0,0,1,0,1,0,44,38000.0,0,1,0,511
28972,10,10,7,1,1,0,1,0,0,25,31000.0,0,1,0,988
31220,10,10,7,1,1,0,1,0,0,39,45000.0,0,1,0,1811
43309,0,0,4,1,0,1,0,0,1,78,93000.0,0,1,0,885
31552,3,7,7,1,1,1,0,1,0,60,65000.0,0,1,0,1497
20817,3,7,7,1,1,1,0,1,0,77,58000.0,0,1,0,1644
27672,5,5,7,1,0,1,1,0,0,83,70000.0,0,1,0,504
7417,2,10,10,1,1,1,0,1,0,19,32000.0,0,1,0,1791
2979,0,0,4,1,0,1,0,0,1,37,41000.0,0,1,0,1560
28637,5,5,7,1,0,1,1,0,0,66,54000.0,0,1,0,1534
16557,10,10,5,1,1,1,1,0,0,87,61000.0,1,0,0,1335
44499,5,5,7,1,0,1,1,0,0,61,62000.0,0,1,0,1198
23362,0,0,3,1,1,0,0,0,1,49,50000.0,1,0,0,1620
4842,2,10,7,1,0,1,0,1,0,49,72000.0,0,1,0,1786
9169,3,7,7,1,1,1,0,1,0,25,72000.0,0,1,0,1740
12593,5,5,5,1,1,1,1,0,0,56,73000.0,1,0,0,1241
35873,10,10,5,1,1,1,1,0,0,29,60000.0,0,1,0,1641
5079,5,5,5,1,1,1,1,0,0,70,76000.0,0,1,0,1637
768,0,0,3,1,1,0,0,0,1,70,39000.0,0,1,0,1777
14081,10,10,5,1,1,1,1,0,0,74,54000.0,1,0,0,1748
18476,2,10,7,1,0,1,0,1,0,50,51000.0,0,1,0,1810
15658,2,10,10,1,1,1,0,1,0,30,48000.0,0,1,0,26
14131,10,10,5,1,1,1,1,0,0,38,64000.0,1,0,0,970
37334,2,10,10,1,1,1,0,1,0,36,70000.0,1,0,0,1798
18836,5,20,10,0,0,1,0,1,0,45,43000.0,0,1,0,1728
15028,2,10,7,1,0,1,0,1,0,60,80000.0,1,0,0,1093
44389,3,7,7,1,1,1,0,1,0,62,84000.0,1,0,0,1552
16817,5,5,5,1,1,1,1,0,0,91,53000.0,0,1,0,1549
3782,5,5,5,1,1,1,1,0,0,77,58000.0,0,1,0,1812
35502,2,10,10,1,1,1,0,1,0,50,54000.0,0,1,0,1643
39230,0,0,3,1,1,0,0,0,1,53,88000.0,1,0,0,1249
22904,0,0,4,1,0,1,0,0,1,28,60000.0,0,1,0,1192
27280,2,10,7,1,0,1,0,1,0,77,71000.0,1,0,0,1290
23,10,10,7,1,1,0,1,0,0,58,55000.0,0,0,1,1693
41784,0,0,3,1,1,0,0,0,1,71,91000.0,1,0,0,818
3071,10,10,7,1,1,0,1,0,0,63,58000.0,0,1,0,778
3874,5,20,10,0,0,1,0,1,0,42,64000.0,0,1,0,1762
18165,3,7,7,1,1,1,0,1,0,63,75000.0,0,1,0,1005
34991,10,10,5,1,1,1,1,0,0,60,83000.0,1,0,0,1080
43871,2,10,10,1,1,1,0,1,0,54,108000.0,1,0,0,1308
43320,5,20,10,0,0,1,0,1,0,34,49000.0,1,0,0,1576
3167,2,10,10,1,1,1,0,1,0,38,37000.0,1,0,0,1474
15167,3,7,7,1,1,1,0,1,0,58,81000.0,1,0,0,1135
11022,2,10,10,1,1,1,0,1,0,80,97000.0,1,0,0,1174
41561,5,5,7,1,0,1,1,0,0,62,32000.0,0,1,0,1587
44323,2,10,10,1,1,1,0,1,0,68,108000.0,0,1,0,1463
36490,2,10,10,1,1,1,0,1,0,68,70000.0,1,0,0,1394
39776,2,10,10,1,1,1,0,1,0,45,56000.0,1,0,0,1357
7904,5,5,7,1,0,1,1,0,0,33,64000.0,0,1,0,1011
32077,2,10,7,1,0,1,0,1,0,30,61000.0,0,1,0,1462
25213,3,7,7,1,1,1,0,1,0,66,73000.0,0,1,0,1071
16718,10,10,7,1,1,0,1,0,0,18,40000.0,1,0,0,486
37244,0,0,3,1,1,0,0,0,1,77,118000.0,1,0,0,1092
21561,3,7,7,1,1,1,0,1,0,83,37000.0,1,0,0,1204
31673,0,0,4,1,0,1,0,0,1,70,76000.0,1,0,0,1450
37887,5,5,5,1,1,1,1,0,0,48,93000.0,1,0,0,1469
5378,3,7,7,1,1,1,0,1,0,62,83000.0,1,0,0,1057
34258,10,10,7,1,1,0,1,0,0,50,66000.0,1,0,0,1386
8478,2,10,10,1,1,1,0,1,0,76,70000.0,0,1,0,218
40113,5,20,10,0,0,1,0,1,0,70,43000.0,0,1,0,1784
13992,5,5,7,1,0,1,1,0,0,46,40000.0,0,1,0,1820
11621,10,10,5,1,1,1,1,0,0,70,71000.0,1,0,0,1741
29999,10,10,5,1,1,1,1,0,0,59,60000.0,1,0,0,1504
34588,5,5,7,1,0,1,1,0,0,39,35000.0,1,0,0,1686
32823,5,5,5,1,1,1,1,0,0,52,50000.0,0,1,0,1468
23883,0,0,4,1,0,1,0,0,1,70,87000.0,0,1,0,1615
8033,2,10,10,1,1,1,0,1,0,37,66000.0,0,1,0,1485
36141,3,7,7,1,1,1,0,1,0,30,63000.0,1,0,0,1464
26823,5,5,5,1,1,1,1,0,0,51,48000.0,0,1,0,1310
8629,5,5,5,1,1,1,1,0,0,57,98000.0,0,0,1,1562
44799,5,20,10,0,0,1,0,1,0,68,32000.0,1,0,0,1338
29270,10,10,5,1,1,1,1,0,0,18,61000.0,0,1,0,1514
3944,10,10,5,1,1,1,1,0,0,54,55000.0,0,1,0,1187
10869,10,10,7,1,1,0,1,0,0,47,33000.0,1,0,0,1184
42666,0,0,4,1,0,1,0,0,1,88,62000.0,0,1,0,991
27614,2,10,10,1,1,1,0,1,0,77,87000.0,1,0,0,898
42459,2,10,10,1,1,1,0,1,0,42,65000.0,0,1,0,1475
8156,5,20,10,0,0,1,0,1,0,54,35000.0,0,1,0,1708
3160,10,10,7,1,1,0,1,0,0,59,51000.0,0,1,0,455
25435,5,20,10,0,0,1,0,1,0,67,58000.0,1,0,0,1057
3252,2,10,7,1,0,1,0,1,0,54,53000.0,1,0,0,1356
22150,10,10,7,1,1,0,1,0,0,46,45000.0,0,1,0,139
11584,5,5,7,1,0,1,1,0,0,67,89000.0,0,1,0,1768
11150,2,10,10,1,1,1,0,1,0,19,39000.0,0,1,0,1586
12700,0,0,3,1,1,0,0,0,1,48,57000.0,0,1,0,1599
40301,3,7,7,1,1,1,0,1,0,56,31000.0,0,1,0,6
7452,3,7,7,1,1,1,0,1,0,86,88000.0,0,1,0,1264
10176,2,10,10,1,1,1,0,1,0,60,51000.0,0,1,0,1463
28698,5,20,10,0,0,1,0,1,0,48,85000.0,1,0,0,1132
42178,10,10,5,1,1,1,1,0,0,67,36000.0,1,0,0,1774
2389,0,0,4,1,0,1,0,0,1,76,46000.0,1,0,0,1767
