,Y
9364,1
7808,0
7080,0
35826,1
27002,1
40342,1
8591,1
7251,1
12973,1
9601,1
14744,0
23797,0
8911,0
31069,0
43297,0
39054,0
8252,0
8498,1
4986,1
35725,0
9833,1
29227,1
19508,1
20247,0
38627,1
4268,0
4879,0
17097,0
28310,1
37633,0
4697,1
36267,0
33200,0
29668,0
18571,0
36372,1
30875,1
35187,0
24923,1
16531,0
35526,0
39844,0
11360,1
10440,0
8492,1
44139,0
13092,1
22028,0
2647,0
39440,0
8978,0
36679,0
32727,1
10610,0
11705,0
33619,0
995,0
26866,0
39082,1
4245,1
9515,0
13727,1
22593,0
5090,0
43697,0
13950,0
23111,1
32407,1
1793,1
9983,1
13812,0
10303,1
39970,0
6325,0
5753,0
21335,0
18655,0
16135,1
33490,0
41099,0
31373,1
12215,0
668,0
28451,0
17549,1
22247,0
25870,0
8702,0
6321,1
7869,0
23906,1
6072,0
12918,1
15690,1
14047,0
11276,0
32538,0
39592,1
26281,1
33214,1
29385,1
1542,0
2350,1
9197,0
27560,0
42903,0
9339,1
38689,0
28370,1
11880,1
23399,1
17227,1
25480,0
44829,0
39056,1
27744,0
35838,1
1553,1
39852,0
35759,0
41105,1
32171,0
22835,0
8713,0
38333,0
3454,0
23742,0
19271,0
13990,1
6791,0
15602,1
27756,1
14959,0
40231,0
38062,0
6887,1
5933,1
32879,1
16616,1
16771,0
11065,0
9652,0
40935,1
37794,1
19380,1
8792,1
17846,1
40365,0
30030,0
8163,1
24758,1
1892,0
33541,0
1682,1
8437,1
1854,0
29340,1
3215,0
28141,0
32056,0
5995,0
18936,1
42103,0
11797,0
35785,0
17704,1
17086,1
11406,0
752,1
35124,0
29484,0
35309,1
20641,0
34487,1
8766,0
21642,1
26715,1
35650,1
22547,0
15631,0
4607,1
21973,0
43567,0
2168,0
17567,0
9178,0
22180,1
12601,0
15270,0
1408,0
3722,1
33573,1
43480,0
13949,1
23582,0
2114,0
42753,0
998,0
12877,1
37118,1
14353,0
23602,1
4989,1
6978,0
1784,1
26570,1
29162,0
35811,0
40127,0
35626,0
21239,0
9206,0
15352,1
35298,0
32618,1
36439,0
29392,0
38315,0
21311,0
14638,1
22410,1
16814,1
19926,0
5275,0
18955,0
20646,1
43690,0
36173,0
18949,1
36033,0
27127,1
39244,1
42248,0
33934,1
10981,0
23320,1
34604,0
31052,1
27222,0
14,1
43705,0
33338,0
34027,0
2605,1
24249,0
6012,0
3018,1
30008,0
21038,1
12771,0
6948,0
34337,1
38350,0
4030,1
23809,1
3379,0
32312,1
13195,1
19759,0
33241,0
22722,1
31326,1
28352,1
28064,0
1146,1
14329,1
44371,0
11908,1
44252,0
23223,0
20544,0
25063,1
39542,1
16503,0
13531,0
37493,1
178,1
20167,1
28763,1
41170,1
17374,1
12530,0
32760,1
18847,0
3056,1
10807,0
4970,0
13171,0
29459,1
2698,0
6030,0
8833,1
16884,1
373,1
35125,0
17311,0
9335,0
8192,0
6979,0
41434,1
14139,0
25230,0
434,1
44920,0
34945,1
8025,1
9061,1
22148,1
6953,1
21279,1
7165,1
11556,0
5972,0
44430,0
14067,1
35414,0
7168,0
26679,1
27876,0
16426,0
29585,0
3548,1
8739,0
20469,1
21558,0
5963,0
23822,1
39859,0
23449,0
31058,1
3895,0
24453,0
2468,0
42372,0
21396,1
9334,0
33781,0
11800,1
1655,1
7758,1
22314,0
8967,1
14883,0
21886,1
28688,0
11649,1
12393,1
13704,1
34296,1
611,0
36401,1
6223,1
33957,0
8004,1
37904,1
30026,0
26217,0
13179,0
28269,1
28257,1
3557,1
16035,0
31478,1
34276,1
5209,0
5771,1
27447,1
30109,0
21749,1
32228,0
23274,1
26157,1
17253,1
3090,1
20575,1
22045,0
42191,0
23217,0
6135,1
1904,1
7531,1
44503,0
15440,0
43813,0
41067,0
1944,0
22867,0
39114,1
24078,1
24125,0
26241,1
15729,0
20386,1
32668,1
10030,1
41597,1
41429,0
26304,1
27240,0
35630,1
6455,0
15929,1
30839,0
13379,0
32683,1
2204,0
21163,1
38700,1
34175,1
10917,1
23863,1
6676,1
8889,1
7075,1
2672,1
26371,1
17198,0
42813,0
38041,1
30681,0
40789,1
1713,0
41696,1
43843,0
17004,1
14119,0
25754,0
26510,0
14289,0
29728,1
16800,1
36124,0
34556,1
39170,0
17153,1
32928,0
8729,0
19539,1
32736,0
42130,0
1911,0
13991,1
19405,0
38476,1
8547,1
31789,0
25527,1
19246,0
6671,0
39304,0
3686,1
25041,1
38110,1
28699,1
1291,0
14363,1
31820,1
37214,0
28468,1
39825,0
24395,1
2590,1
13020,0
29489,1
44927,0
3745,0
3762,1
30192,0
43080,0
42297,0
32909,1
37078,1
35203,1
4963,1
19849,1
9043,0
22609,0
10990,0
32336,1
9222,1
36270,0
37869,1
10332,0
1288,0
38882,0
13659,1
12851,1
10163,0
28395,1
14327,0
24271,0
42938,0
44348,0
27684,1
34541,0
35029,1
6698,1
4121,0
20225,0
20720,1
20180,1
28745,1
25917,1
35940,0
10720,0
28901,1
31033,1
35277,0
30031,1
17642,0
19875,1
44996,0
10334,1
33880,1
16627,0
15227,1
32300,1
16217,0
14790,1
11052,0
27618,0
22791,0
7010,1
10685,0
38997,0
36258,1
38602,1
44910,0
29308,0
23379,0
1444,0
39992,1
34092,0
35722,1
29088,1
22979,1
29265,1
21608,0
1582,0
26122,1
10735,1
41188,1
19063,1
26275,1
42772,0
11511,1
357,0
25232,1
19482,1
16456,1
6904,0
8036,0
10637,1
7755,0
25853,0
3728,1
36001,0
22730,1
27931,1
23754,0
36674,0
11593,1
12240,0
31110,1
17060,1
44019,0
20677,1
8316,1
40962,0
2925,0
20318,1
731,0
14896,1
10293,1
8966,0
19733,0
1631,1
718,0
10766,1
4190,1
41146,0
39099,1
11072,0
28375,0
20263,1
28212,1
2754,1
23985,0
23285,1
27724,1
28345,1
14979,1
6332,1
3751,1
42140,0
31932,0
44391,0
13914,0
36625,1
16044,0
24278,0
40295,1
15411,0
4285,1
37094,1
16684,1
7171,0
26184,0
25323,0
22132,0
35446,1
31239,1
4371,1
40260,0
26280,0
6683,0
4436,1
1134,0
14283,1
31192,0
883,0
7577,0
31579,0
7391,1
12112,1
9372,0
30502,0
20662,1
57,1
17802,0
6527,1
40797,1
34616,1
20866,1
32382,0
40964,1
6986,1
33009,0
41691,0
41203,0
15103,1
33924,0
17830,0
16122,0
16419,1
31442,1
29554,0
22369,1
17976,1
37529,0
33157,0
20164,1
15905,0
3467,1
9827,1
37465,0
19581,1
6557,1
26559,1
28934,1
23818,0
4233,1
22944,1
26836,0
18568,0
28227,0
23318,1
27230,1
28242,0
7675,0
22412,0
19197,1
34181,0
26491,1
7749,1
16343,1
40017,1
25087,0
25624,1
5027,1
2004,0
32710,0
7837,1
28208,0
3767,1
15587,0
3146,1
22666,1
17771,1
12904,0
38263,0
29440,0
2273,0
34500,0
12516,1
9409,0
26833,0
30714,0
9349,1
6893,1
20993,0
44072,0
16478,1
3942,1
10229,1
2940,1
44184,0
23777,0
17332,0
40564,0
21181,0
906,0
17543,1
11778,1
23396,1
1980,0
23963,1
32518,0
37785,1
17243,0
44195,0
4504,1
33087,1
19176,0
14835,0
27886,1
37649,1
15239,0
6549,1
37913,1
20650,1
1897,0
18544,0
35532,0
25881,0
35321,1
23660,1
18905,1
13486,1
715,0
26166,1
18450,1
38671,1
37015,0
42106,0
33520,1
17346,0
39431,0
31637,0
36729,1
9210,0
16697,1
44141,0
17537,1
18311,0
35117,0
5930,0
6091,1
9485,0
34780,1
41101,0
33864,1
36549,0
15899,1
4565,0
26332,1
37448,0
32252,0
35862,0
30289,0
21184,1
27187,1
26722,1
30806,1
40773,1
32998,0
31092,1
12143,0
27624,1
43228,0
8043,1
11604,0
1662,1
26366,1
16521,1
27067,0
31328,1
23014,0
16412,1
16508,0
3451,1
8209,1
16441,1
5801,1
11701,1
24117,1
13362,0
22137,1
24769,1
24745,1
34310,0
40249,0
33584,0
19077,1
21521,1
12304,1
25025,0
13567,1
2537,0
25819,0
30284,1
26021,0
17228,1
12266,1
6421,1
520,1
23224,0
34056,0
19459,0
24258,0
26298,0
10135,1
10114,0
32656,1
12534,0
26194,1
31962,1
3640,1
39820,0
7880,1
19418,1
5864,1
4053,1
34701,0
31680,0
29172,0
27643,1
10154,1
3837,0
36540,1
12978,1
5704,0
26138,1
38183,0
43408,0
5055,1
21355,1
11927,1
2700,1
30508,1
11859,0
37419,0
38004,1
35443,0
25249,1
10488,0
5545,1
27217,0
37953,1
34880,0
25528,0
20074,0
41663,0
24356,0
24389,0
29205,1
37459,1
34770,1
5824,0
9230,1
12005,1
32023,1
12381,1
31660,0
37084,1
21844,0
42322,0
29802,0
39435,0
43497,0
18540,0
11887,1
12223,1
17291,1
26819,0
44467,0
32853,1
11111,1
38256,1
36908,1
9476,1
4866,0
27158,0
26402,1
6838,0
30852,1
35198,0
7212,0
29226,0
19551,0
5533,1
22358,0
3868,1
23475,0
39350,1
15416,1
36698,0
28462,0
23951,0
38552,1
37927,0
37922,1
6087,1
34401,0
44599,0
11375,1
3458,1
36427,1
19994,1
10687,1
25052,1
45001,0
36193,1
29518,1
7482,1
5840,0
25733,1
14458,0
34896,1
16322,1
34217,1
24404,1
16857,1
27763,0
40350,0
14429,0
12495,1
25530,0
23487,0
14620,0
3317,1
30499,1
13857,1
25958,1
1206,0
17176,1
35858,1
7104,0
39627,1
16278,1
42407,0
848,1
5749,1
37189,0
20712,1
35073,1
26806,0
40195,1
19583,1
33526,1
2125,1
21528,1
22402,1
27056,0
17199,1
36529,0
12116,1
17045,0
30567,1
38150,0
27778,0
38314,1
38484,1
2234,0
40128,1
34229,1
23780,1
32611,0
15079,1
34446,0
12816,0
18174,0
19431,0
39735,1
33,1
14498,0
5820,1
3783,0
28285,1
27063,0
20370,0
26012,0
33874,0
3050,1
15930,1
898,1
12225,1
6919,1
31609,1
8827,1
40726,0
3061,1
26950,1
11729,0
37844,0
31319,0
29706,1
44911,0
13479,0
23778,0
42837,0
15183,1
1311,1
27814,0
33175,0
21990,0
26972,1
13724,1
21155,0
11062,1
14630,1
20911,0
31829,1
34619,1
20317,0
22172,0
10133,0
15019,1
25779,0
13841,1
41833,0
38583,0
17216,1
20689,1
23172,0
33648,1
36287,1
24327,0
32546,1
8389,1
35544,1
15433,0
34609,0
14967,1
37123,0
39716,1
38313,1
27588,0
32957,0
23684,1
7000,0
11626,0
27137,1
38742,1
8110,1
23458,1
38317,0
8535,0
41625,1
5233,0
37528,0
37687,0
17672,1
13642,1
2978,1
40154,0
26688,0
30067,1
8232,0
30025,1
7190,0
1719,1
18150,0
8119,0
4,0
18048,0
34074,0
34924,1
4973,1
28982,0
17133,0
28996,1
41531,1
9254,1
28406,0
44197,0
43617,0
36089,1
25850,0
34831,1
1712,1
11860,0
39338,0
31648,0
30371,0
31273,1
782,0
38373,1
30586,0
4519,1
5667,0
15865,1
34128,1
36654,0
5313,1
37525,1
36825,0
43923,0
31229,0
22744,0
11572,1
10774,1
19810,1
44519,0
3373,0
20271,0
20133,1
44687,0
33793,0
29107,1
4319,1
15194,0
41513,0
25866,1
6095,0
25267,1
44953,0
41342,1
20750,1
19400,0
34660,0
17845,0
37564,0
15263,0
41993,0
39908,0
9391,0
14527,1
11476,0
20902,0
27328,0
25657,0
44559,0
18116,1
20723,1
15851,0
832,0
18876,0
19191,1
23488,1
40952,0
33475,1
11382,0
44261,0
35616,1
32103,1
39759,0
35169,0
7232,0
16761,0
26711,0
21949,1
43685,0
31632,1
11198,0
22628,1
3631,0
33787,1
1403,1
28043,1
30665,0
16571,1
8638,0
34061,1
240,1
34719,1
27819,1
3810,1
15797,1
5200,1
12572,0
32296,0
34208,1
29894,1
32588,0
26251,0
32541,1
41217,1
10987,0
39422,0
5585,1
18278,1
43093,0
29257,1
8557,0
5350,0
32858,1
21723,1
37048,0
36623,1
44635,0
36133,0
20759,0
16816,1
12900,1
21326,0
43110,0
13800,1
39603,1
20623,0
19981,0
5297,1
6267,1
26591,1
6905,0
22038,1
25166,0
21094,0
35427,1
9468,1
20280,0
12994,0
29861,1
7497,1
9756,1
19474,0
8558,0
6228,1
1491,1
4399,1
27897,1
737,1
8946,0
36723,0
32357,0
38043,1
44218,0
36751,1
117,1
42031,0
31560,0
38648,1
14195,0
2728,1
12722,0
32106,1
12182,1
34630,1
37914,1
27922,0
40690,1
7662,0
41521,1
43880,0
42986,0
6526,1
235,1
44025,0
34627,1
18742,0
23591,1
7135,1
42734,0
27147,0
4794,1
15016,0
38926,0
9034,0
17206,0
34026,1
6810,0
44594,0
12828,1
17492,0
19907,0
5531,0
3982,0
44246,0
8666,1
15233,0
3462,0
14512,0
9009,1
23361,0
37561,0
29487,1
44162,0
39645,1
39561,1
5452,0
38155,1
24612,0
13160,0
3774,0
18884,1
33946,0
43941,0
38808,0
20047,0
18849,1
43791,0
39946,1
26196,1
41370,1
5467,1
8720,1
38660,1
23469,1
29613,0
10282,1
13556,1
9552,1
12881,1
24819,1
10151,1
29141,0
23017,1
678,0
17147,1
13826,1
13607,0
16319,0
21397,1
21247,1
33456,1
8024,1
31601,0
7601,1
25382,0
11078,1
39955,0
31776,1
1648,0
33921,0
21628,0
18835,1
33717,0
3500,1
28646,1
22820,1
38488,1
506,1
21156,1
34290,1
4664,1
34889,0
24276,1
8023,0
41695,1
35359,1
14190,0
25571,0
13855,0
13425,0
7059,0
38702,0
22923,0
28727,1
31230,0
870,1
17625,0
30849,0
43767,0
33072,0
5077,1
37288,1
34809,1
8393,1
16933,0
7826,0
39693,0
27176,0
22852,0
19339,0
26169,1
9776,0
15140,0
15316,1
41351,1
2830,1
7781,0
35172,1
38513,1
448,0
38872,0
342,1
39403,0
32126,1
32895,0
41205,0
27082,1
23699,0
2778,1
39410,0
39708,1
18584,1
808,1
39911,1
28162,0
41129,0
32430,1
12592,1
8274,1
41451,0
22892,1
8260,0
2839,0
35823,1
3259,1
24913,0
26633,1
25370,1
7176,1
25842,0
6554,0
5074,0
16250,1
22607,0
645,1
20243,0
40553,0
35067,1
1238,1
16405,1
41593,0
1269,1
13061,1
4317,0
35777,0
8433,1
41216,0
24082,1
44347,0
27374,1
16649,0
26142,0
39312,0
327,1
33604,0
33116,0
3872,0
5210,1
3120,0
20848,0
6306,1
8085,1
35070,1
21075,0
29667,0
33024,0
7337,0
10360,0
2270,0
38560,0
41574,0
9574,0
11727,0
22273,0
28959,1
9303,1
3330,0
24065,1
32932,0
36594,0
34530,0
11841,0
44190,0
27223,0
22212,0
14330,1
2296,1
35223,0
31890,0
33016,1
21117,0
36344,1
33630,1
27583,0
11453,0
41722,1
9804,0
4226,1
25915,0
10352,0
31377,1
3457,0
37684,1
33519,1
26928,1
43841,0
29875,0
21715,1
42720,0
17960,1
7523,1
25810,0
12709,0
10269,0
44661,0
6,0
22536,0
40988,1
5845,1
6993,1
4129,1
18605,0
43014,0
34959,0
34066,0
40410,0
35705,0
43395,0
2133,0
14333,0
17172,1
6340,0
28067,1
778,1
23941,1
16558,0
30572,1
17403,0
32672,1
2338,0
20565,0
70,1
8815,0
4207,1
6397,0
7806,1
39630,0
6906,1
6231,1
24130,0
44706,0
31343,0
33501,1
36877,1
35642,0
29076,1
5949,0
908,1
33617,1
22625,1
26306,0
29997,1
21941,0
8382,0
22870,0
38285,1
13308,0
27514,1
24924,1
14727,1
23346,1
20744,0
29348,1
15772,1
39766,0
11540,0
9307,1
7654,1
25219,1
29810,1
2998,1
19624,1
18051,1
39228,1
21930,0
8220,1
15032,1
12929,0
1454,0
3935,1
12030,0
9427,1
8681,0
32422,0
24087,1
38412,1
33712,0
24544,1
7169,1
5339,0
18939,0
27362,0
14680,1
927,1
1413,0
13571,1
5858,0
44354,0
19433,0
20304,1
5660,1
2789,0
26894,0
6625,0
24513,1
33225,1
33187,1
19582,0
12643,0
627,1
25044,1
19936,0
4546,1
18495,0
39014,1
27863,1
8758,0
26048,0
43839,0
11956,1
5737,1
39303,0
3623,1
42583,0
40822,0
19187,1
20233,1
20411,0
2477,1
4218,1
13235,1
36946,0
44508,0
4034,0
22960,1
609,0
23970,1
13278,0
12229,1
6602,0
31009,0
9420,1
8549,0
37305,0
22623,0
39100,0
10833,1
16157,1
15344,0
20369,0
10248,0
13491,0
39675,0
3425,1
40752,1
33988,1
32974,0
22873,0
44168,0
4951,1
41947,0
28098,0
30688,1
541,1
42430,0
33201,0
31492,1
36706,0
28185,1
12332,1
631,1
10106,1
32330,1
36200,0
16837,0
44693,0
4090,1
29971,1
9856,0
18383,0
16387,0
36867,0
41739,1
12935,0
12578,0
19563,0
25079,0
12684,1
19924,0
2161,0
36029,0
7205,1
39562,0
10725,0
21576,0
14802,1
39888,1
22372,0
9924,0
38149,1
45043,0
8949,1
33374,1
12740,0
8072,1
14466,0
354,1
7467,1
8149,0
32560,1
6082,1
6852,0
13018,1
28233,1
4162,1
29902,0
28748,0
31936,1
17697,0
12091,0
14848,1
9192,0
39877,0
41481,0
26619,0
32279,1
39659,0
24672,1
40955,1
35248,1
29190,1
26776,1
1447,0
21122,0
22508,1
37647,0
13357,1
36491,1
11398,0
29886,1
28445,0
16213,0
35421,0
42990,0
35222,1
14391,1
33034,1
20033,0
14887,1
26899,1
16707,0
20954,1
26092,1
35702,0
4651,1
30224,0
23558,1
39448,1
7490,1
20792,1
22556,0
35062,0
35121,0
29463,1
6322,1
14762,0
22154,1
24227,0
14084,1
41314,1
31235,1
17972,0
22174,1
40166,1
30884,0
28135,1
17051,0
31363,0
37533,0
6796,1
8570,1
41613,1
27720,1
34051,0
41684,0
28827,1
38216,0
41690,0
2321,0
12451,0
40671,0
17395,1
20360,0
31485,0
18093,1
37515,1
29309,1
42415,0
31665,1
23158,1
5340,0
2451,1
37113,0
21049,1
21600,1
9621,0
32117,0
27758,0
43503,0
5466,1
39451,1
34722,0
31015,1
3603,0
21154,0
38466,1
20109,1
13178,0
11447,1
40847,0
36989,0
14300,1
15515,1
26314,1
7133,0
5362,1
36693,1
4221,1
30678,0
28950,1
27410,0
30861,0
17828,1
29476,0
28731,0
13797,1
1387,1
4323,0
31004,0
40451,1
26788,1
25529,1
2630,1
39324,1
17678,0
14778,1
16664,0
3028,1
29207,1
41594,0
30195,0
6727,1
37500,0
26647,1
37539,0
5772,0
38876,1
41622,1
2603,0
15776,0
11269,0
20341,0
16141,1
37834,1
37445,1
304,0
37266,0
32926,0
28944,0
9038,1
31645,1
17144,0
12744,0
33405,1
29573,0
25662,1
19829,1
13751,0
39080,1
25792,0
15888,0
42949,0
35658,1
14309,1
1520,0
39209,1
21582,1
38296,1
29705,0
24149,0
32261,0
31999,0
18077,1
36363,1
13806,1
13351,1
34570,1
11942,0
4725,0
23736,0
34312,0
7077,0
22603,1
2494,0
150,0
16589,1
15790,0
14031,0
38021,1
5131,0
2248,1
7106,1
23761,1
42706,0
10717,1
39442,1
31974,0
10587,0
9939,1
26321,1
43081,0
23459,1
26049,1
15502,1
43518,0
8357,1
28193,0
39052,0
11596,0
31524,1
3062,1
9162,1
10080,0
31256,1
13157,0
37109,1
19530,0
30379,1
6480,1
18735,1
5856,0
8555,1
34884,1
28603,1
16389,1
40061,1
25076,0
11635,0
14323,0
34890,0
42005,0
36598,1
38161,1
9980,0
9903,1
31964,1
4965,1
10003,1
36003,0
38606,0
29636,1
37593,1
33833,1
40088,0
35199,1
5616,0
10939,0
32805,0
23240,1
31035,0
23226,1
26678,0
30758,1
37674,0
10058,1
7335,0
39370,1
858,0
23991,0
32783,0
6036,1
37802,1
30372,1
19204,1
38397,0
7891,1
22379,1
19248,0
20919,0
19516,0
36543,1
35386,0
43657,0
24689,0
23816,0
40542,0
27547,0
5822,0
16473,1
42816,0
35680,1
7265,0
44085,0
6085,1
37107,1
3648,1
33271,0
6056,0
3250,1
31993,0
33466,0
34124,0
19095,0
42118,0
31211,0
31538,0
40530,0
7003,1
15862,1
14181,1
33885,0
12425,0
26458,0
41347,0
18718,1
40485,0
39899,1
38499,1
36744,0
5124,1
37312,1
25210,1
24109,0
37993,0
12339,1
10819,1
30040,1
978,1
5029,1
15005,1
29220,0
34659,0
13462,0
32451,0
28873,1
34678,0
26706,1
38728,0
26584,1
6564,0
32251,1
9943,1
3953,0
9860,0
33532,1
32374,0
5493,1
16173,0
38841,1
3790,0
22938,1
280,1
25518,0
20301,1
40225,1
25330,0
1693,1
4412,0
1093,0
3178,0
33301,1
22799,0
2560,0
23319,1
9316,1
31160,1
9437,1
43000,0
15155,1
2598,1
2717,0
13908,0
41698,1
14812,0
13629,1
40191,1
2156,0
41489,0
36548,1
38891,1
11487,1
20555,0
2497,1
24309,1
41972,0
21828,1
2302,0
2203,1
39839,1
625,1
44243,0
23416,1
40409,0
3736,1
42500,0
6443,1
30578,0
40531,0
43141,0
2608,0
7545,0
9130,0
2281,0
24143,0
458,1
22591,0
18699,1
1721,1
20030,0
32995,1
42543,0
10125,1
13056,1
2194,0
40602,1
13898,1
1711,0
36223,0
22349,1
6184,0
29477,0
15254,1
6222,1
23732,0
44294,0
21700,1
33931,0
32203,0
23772,0
5613,0
3661,1
31707,0
24703,0
479,0
14542,1
7644,0
34062,0
25444,1
27850,1
26577,0
39213,0
35555,1
10661,0
42421,0
34252,1
42378,0
32111,0
2364,0
19529,0
2066,0
20666,1
19054,1
43389,0
587,0
12653,0
25238,0
16622,1
2257,1
39261,0
13363,1
27120,1
39884,1
20607,0
43311,0
7836,1
14222,1
5895,1
38098,1
28592,1
5146,0
18948,0
30492,1
22894,0
15812,0
28888,0
16643,1
3132,0
12626,0
5465,1
4296,0
34788,1
41896,0
5547,1
9451,0
1359,0
36493,0
11083,1
21192,1
9880,1
20992,0
1002,0
17570,1
35032,1
13942,1
37881,0
40117,1
5853,0
42085,0
1026,1
24665,0
28726,0
24047,0
29745,1
25291,0
11448,0
24477,1
14071,0
40517,1
31292,1
37330,1
34568,1
1151,1
14633,0
23131,0
31627,1
20190,1
35347,0
22316,0
11752,1
24968,0
15376,1
15628,0
23538,1
25465,0
3008,0
7040,1
24912,0
5600,0
6834,0
23669,1
29431,0
37707,1
35953,1
13682,0
16889,1
35599,1
6872,0
10344,1
34546,0
17285,1
10671,0
13859,0
9913,1
7042,1
31245,1
3784,0
31924,1
6380,1
12080,0
23566,1
39736,0
10098,1
44528,0
4126,0
8947,1
25654,1
24823,0
7879,1
30827,0
25429,0
4595,1
41944,0
32322,0
29887,1
7942,1
37215,0
37736,0
24625,0
32605,0
5512,0
5614,0
18853,1
37513,1
14677,1
22441,0
7216,0
40783,0
43412,0
32591,1
38913,0
16334,0
16930,1
39015,1
26034,0
14715,1
35100,0
3396,0
13467,0
30526,0
32891,0
33258,0
5776,1
16591,1
28532,0
22884,1
42302,0
25227,1
11366,0
34194,0
3537,1
19378,1
30043,1
33129,0
7352,1
36249,0
25583,0
41197,1
31135,0
25838,0
19799,0
23417,0
1218,1
19999,0
25823,0
512,0
9733,1
37120,0
40482,1
19952,1
19991,1
42589,0
23856,0
2082,0
1312,0
24714,0
9675,0
11932,0
20637,0
7769,1
20874,1
36039,1
35786,0
17448,0
28970,1
9013,1
4325,1
28680,0
25026,1
4886,1
16086,0
13528,1
18494,1
15780,0
19513,1
9458,1
37185,0
33140,0
9489,1
7703,1
5091,1
24678,1
15605,1
21067,1
43977,0
39806,1
14553,0
42865,0
39127,0
23020,0
29374,1
5515,0
5176,1
21224,0
32861,0
9204,0
7315,0
36359,1
9973,1
7573,0
2377,1
1623,1
16154,1
15002,0
3978,0
34485,1
15325,0
34828,0
2112,0
43840,0
5474,0
24637,1
15589,0
21157,0
5815,1
37371,1
36495,0
40692,0
27081,0
15467,1
40484,1
28939,1
3937,0
6136,1
44843,0
2625,0
22506,1
35625,1
21755,0
24305,0
4648,0
24520,0
3486,0
38714,1
4047,0
3391,0
2324,0
37366,0
9707,1
17014,1
3235,1
